Wavelength,LL,LL Parity,LL J,UL,UL Parity,UL J,log gf,gA,CF
2254.419,31980,(o),3.5,76323,(e),3.5,-3.46,4.63E+05,-0.001
2254.506,34785,(o),5.5,79127,(e),4.5,-1.65,2.98E+07,-0.063
2254.592,43956,(o),2.5,88297,(e),3.5,-2.86,1.82E+06,-0.006
2256.372,32371,(o),2.5,76676,(e),2.5,-3.31,6.36E+05,0
2256.514,32982,(o),1.5,77284,(e),1.5,-2.89,1.68E+06,0.003
2257.486,45430,(o),3.5,89713,(e),2.5,-2.82,2.03E+06,0.001
2259.049,33495,(o),3.5,77747,(e),4.5,-3.85,1.86E+05,0
2259.724,34575,(o),1.5,78815,(e),2.5,-1.64,3.02E+07,-0.031
2259.951,37078,(o),2.5,81313,(e),2.5,-1.38,5.42E+07,-0.015
2260.033,33654,(o),0.5,77887,(e),0.5,-2.7,2.62E+06,-0.004
2261.986,26759,(o),2.5,70954,(e),2.5,-2.87,1.74E+06,0.003
2262.237,31980,(o),3.5,76170,(e),2.5,-2.9,1.64E+06,-0.001
2262.955,37517,(o),3.5,81693,(e),3.5,-1.44,4.74E+07,0.012
2263.876,21419,(o),3.5,65577,(e),3.5,-1.33,6.11E+07,0.112
2264.505,32371,(o),2.5,76517,(e),1.5,-2.68,2.70E+06,-0.007
2264.585,43956,(o),2.5,88101,(e),1.5,-2.19,8.29E+06,-0.007
2264.79,37517,(o),3.5,81657,(e),2.5,-1.57,3.54E+07,0.022
2266.261,33495,(o),3.5,77607,(e),2.5,-3.55,3.64E+05,0
2266.477,35019,(o),4.5,79127,(e),4.5,-2.8,2.07E+06,0.001
2268.314,31568,(o),2.5,75640,(e),3.5,-0.69,2.63E+08,0.281
2268.528,35059,(o),3.5,79127,(e),4.5,-3.33,6.02E+05,0
2269.342,27062,(o),0.5,71114,(e),1.5,-2.34,5.97E+06,0.029
2271.726,30563,(o),5.5,74569,(e),4.5,-2.37,5.55E+06,0.002
2273.271,45737,(o),1.5,89713,(e),2.5,-1.92,1.57E+07,-0.026
2274.37,33495,(o),3.5,77449,(e),3.5,-3.39,5.36E+05,0
2274.486,32371,(o),2.5,76323,(e),3.5,-2.68,2.72E+06,0.003
2276.092,24333,(e),2.5,68254,(o),3.5,-1.64,2.96E+07,-0.221
2277.751,34575,(o),1.5,78465,(e),1.5,-2.62,3.09E+06,0.002
2278.33,30392,(o),1.5,74270,(e),2.5,-2.92,1.54E+06,-0.004
2279.352,44438,(o),3.5,88297,(e),3.5,-2.24,7.34E+06,-0.004
2279.413,32982,(o),1.5,76839,(e),2.5,-1.6,3.21E+07,-0.113
2280.568,40036,(o),3.5,83871,(e),4.5,-3.03,1.20E+06,0.001
2282.445,32371,(o),2.5,76170,(e),2.5,-2.67,2.76E+06,0.001
2282.448,44498,(o),2.5,88297,(e),3.5,-2.65,2.84E+06,0.01
2282.606,37517,(o),3.5,81313,(e),2.5,-1.48,4.22E+07,0.022
2283.402,21419,(o),3.5,65200,(e),4.5,-0.52,3.80E+08,0.329
2284.703,35059,(o),3.5,78815,(e),2.5,-3.66,2.78E+05,0
2285.402,30224,(o),4.5,73967,(e),3.5,-2.31,6.19E+06,0.005
2287.9,32982,(o),1.5,76676,(e),2.5,-2.2,7.88E+06,0.006
2288.217,37517,(o),3.5,81205,(e),4.5,-2.82,1.95E+06,-0.001
2288.965,21419,(o),3.5,65093,(e),3.5,-1.04,1.17E+08,-0.287
2289.711,31980,(o),3.5,75640,(e),3.5,-3.46,4.39E+05,-0.001
2291.286,33654,(o),0.5,77284,(e),1.5,-1.82,1.92E+07,-0.016
2292.69,44498,(o),2.5,88101,(e),1.5,-2.9,1.57E+06,0.003
2292.828,24333,(e),2.5,67934,(o),2.5,-1.44,4.57E+07,-0.327
2293.002,33052,(o),4.5,76650,(e),5.5,-2.84,1.83E+06,-0.004
2294.395,31980,(o),3.5,75551,(e),2.5,-3.13,9.52E+05,0.002
2296.262,32982,(o),1.5,76517,(e),1.5,-3.04,1.14E+06,0.004
2296.74,30224,(o),4.5,73751,(e),4.5,-3.2,7.99E+05,0
2297.912,21419,(o),3.5,64923,(e),4.5,-2.24,7.27E+06,0.133
2298.091,35832,(o),5.5,79333,(e),5.5,-2.89,1.61E+06,0.001
2298.551,34390,(o),2.5,77882,(e),3.5,-2.98,1.34E+06,0.001
2298.669,31568,(o),2.5,75058,(e),2.5,-0.93,1.49E+08,-0.252
2300.056,33052,(o),4.5,76516,(e),4.5,-3.83,1.88E+05,0
2300.422,24333,(e),2.5,67790,(o),1.5,-3.43,4.73E+05,0.032
2302.203,31568,(o),2.5,74991,(e),1.5,-2.69,2.59E+06,0.032
2303.155,31568,(o),2.5,74973,(e),3.5,-1.22,7.64E+07,-0.122
2304.494,37078,(o),2.5,80458,(e),3.5,-2.12,9.49E+06,0.015
2306.047,38342,(o),4.5,81693,(e),3.5,-1.33,5.85E+07,-0.024
2306.398,33495,(o),3.5,76839,(e),2.5,-2.87,1.71E+06,-0.003
2308.123,34575,(o),1.5,77887,(e),0.5,-2.4,5.01E+06,-0.007
2309.017,35832,(o),5.5,79127,(e),4.5,-2.46,4.31E+06,0.018
2309.546,34785,(o),5.5,78070,(e),4.5,0.05,1.40E+09,-0.154
2309.622,45013,(o),2.5,88297,(e),3.5,-3.59,3.22E+05,-0.001
2310.415,32371,(o),2.5,75640,(e),3.5,-2.51,3.87E+06,0.003
2310.623,30392,(o),1.5,73657,(e),1.5,-2.05,1.11E+07,0.029
2311.691,22961,(e),1.5,66206,(o),2.5,-2.85,1.78E+06,-0.014
2311.716,30392,(o),1.5,73637,(e),0.5,-2.18,8.17E+06,-0.036
2312.594,22961,(e),1.5,66189,(o),1.5,-2.14,9.12E+06,-0.073
2313.203,34390,(o),2.5,77607,(e),2.5,-2.45,4.43E+06,-0.001
2314.711,32982,(o),1.5,76170,(e),2.5,-2.3,6.17E+06,0.003
2314.74,30563,(o),5.5,73751,(e),4.5,-1.9,1.57E+07,-0.029
2315.088,33495,(o),3.5,76676,(e),2.5,-2.43,4.66E+06,0.002
2315.184,32371,(o),2.5,75551,(e),2.5,-3.39,5.06E+05,0
2315.2,21419,(o),3.5,64598,(e),3.5,-0.57,3.32E+08,-0.373
2316.23,44941,(o),1.5,88101,(e),1.5,-0.98,1.30E+08,-0.06
2317.042,33654,(o),0.5,76799,(e),1.5,-3.1,9.73E+05,0.002
2320.11,45013,(o),2.5,88101,(e),1.5,-2.75,2.15E+06,-0.006
2320.814,0,(e),0.5,43075,(o),1.5,-1.62,2.96E+07,-0.407
2321.217,30224,(o),4.5,73292,(e),5.5,-2.56,3.40E+06,0.001
2321.652,34390,(o),2.5,77449,(e),3.5,-3.08,1.04E+06,0
2322.11,35019,(o),4.5,78070,(e),4.5,-2.62,2.96E+06,-0.001
2323.181,34575,(o),1.5,77607,(e),2.5,-0.65,2.72E+08,0.184
2323.593,45273,(o),3.5,88297,(e),3.5,-3.63,2.92E+05,0
2323.709,33495,(o),3.5,76516,(e),4.5,-3.59,3.19E+05,0
2323.782,39379,(o),0.5,82399,(e),1.5,-2.26,6.82E+06,0.018
2324.263,35059,(o),3.5,78070,(e),4.5,-1.73,2.32E+07,-0.022
2324.446,0,(e),0.5,43008,(o),0.5,-2.73,2.28E+06,0.257
2324.56,28758,(o),1.5,71764,(e),1.5,-3.04,1.13E+06,0.001
2325.219,31980,(o),3.5,74973,(e),3.5,-2.38,5.15E+06,0.005
2326.641,27062,(o),0.5,70029,(e),0.5,-2.42,4.70E+06,0.032
2326.9,34785,(o),5.5,77747,(e),4.5,-0.72,2.38E+08,0.114
2326.947,45335,(o),4.5,88297,(e),3.5,0.05,1.37E+09,0.173
2327.406,40918,(o),4.5,83871,(e),4.5,-2.59,3.17E+06,0.002
2328.056,37517,(o),3.5,80458,(e),3.5,-1.53,3.67E+07,-0.028
2328.974,32982,(o),1.5,75906,(e),0.5,-3.16,8.39E+05,0.006
2330.599,34390,(o),2.5,77284,(e),1.5,-3.36,5.33E+05,-0.001
2332.093,45430,(o),3.5,88297,(e),3.5,-3.94,1.42E+05,0
2332.28,33654,(o),0.5,76517,(e),1.5,-2.17,8.25E+06,-0.013
2332.285,38342,(o),4.5,81205,(e),4.5,-2.42,4.74E+06,0.001
2332.304,35019,(o),4.5,77882,(e),3.5,-2.42,4.70E+06,0.002
2332.681,40036,(o),3.5,82892,(e),2.5,-2.65,2.74E+06,0.016
2333.087,26759,(o),2.5,69608,(e),2.5,-2.99,1.24E+06,0.002
2334.161,33495,(o),3.5,76323,(e),3.5,-3.08,1.02E+06,0
2334.476,35059,(o),3.5,77882,(e),3.5,-2.31,6.06E+06,0.002
2336.897,22961,(e),1.5,65739,(o),2.5,-1.63,2.89E+07,-0.128
2339.605,30563,(o),5.5,73292,(e),5.5,-2.03,1.14E+07,0.031
2339.654,35019,(o),4.5,77747,(e),4.5,-3.15,8.61E+05,0
2339.861,30392,(o),1.5,73117,(e),1.5,-2.21,7.46E+06,0.016
2340.076,30563,(o),5.5,73283,(e),4.5,-3.01,1.17E+06,0.002
2340.522,39379,(o),0.5,82091,(e),0.5,-2.58,3.20E+06,0.007
2340.615,28758,(o),1.5,71469,(e),2.5,-3.38,5.15E+05,-0.001
2340.729,34575,(o),1.5,77284,(e),1.5,-2.26,6.68E+06,-0.009
2340.78,47005,(o),1.5,89713,(e),2.5,-0.84,1.77E+08,-0.086
2341.071,31568,(o),2.5,74270,(e),2.5,-3.6,3.09E+05,0.003
2341.839,35059,(o),3.5,77747,(e),4.5,-2.93,1.43E+06,0.003
2341.915,32371,(o),2.5,75058,(e),2.5,-3.27,6.61E+05,0.001
2342.053,26759,(o),2.5,69444,(e),1.5,-2.32,5.80E+06,-0.007
2342.543,33495,(o),3.5,76170,(e),2.5,-3.14,8.87E+05,0.001
2344.659,21419,(o),3.5,64056,(e),2.5,-1.2,7.70E+07,0.27
2344.708,26759,(o),2.5,69395,(e),3.5,-2.83,1.80E+06,0.05
2344.866,22961,(e),1.5,65594,(o),1.5,-2.4,4.86E+06,0.042
2345.584,32371,(o),2.5,74991,(e),1.5,-3.33,5.68E+05,0
2346.572,32371,(o),2.5,74973,(e),3.5,-2.61,2.99E+06,-0.001
2347.323,31980,(o),3.5,74569,(e),4.5,-3.71,2.35E+05,0.002
2347.373,33052,(o),4.5,75640,(e),3.5,-3.09,9.76E+05,-0.002
2348.389,32982,(o),1.5,75551,(e),2.5,-3.22,7.22E+05,-0.001
2349.144,30224,(o),4.5,72780,(e),3.5,-3.25,6.86E+05,-0.001
2349.395,37078,(o),2.5,79629,(e),3.5,-0.49,3.91E+08,-0.139
2349.591,35059,(o),3.5,77607,(e),2.5,-2.41,4.64E+06,-0.003
2350.062,21419,(o),3.5,63958,(e),3.5,-2.52,3.64E+06,-0.001
2351.556,28758,(o),1.5,71270,(e),2.5,-2.47,4.14E+06,-0.01
2351.916,37078,(o),2.5,79583,(e),2.5,-3.14,8.68E+05,-0.001
2354.252,24333,(e),2.5,66796,(o),3.5,-3.41,4.67E+05,-0.012
2355.034,34390,(o),2.5,76839,(e),2.5,-2.65,2.69E+06,-0.004
2355.216,40918,(o),4.5,83364,(e),3.5,-3.24,6.91E+05,-0.001
2356.092,35019,(o),4.5,77449,(e),3.5,-2.78,2.01E+06,0.002
2357.252,34390,(o),2.5,76799,(e),1.5,-2.36,5.16E+06,-0.003
2357.84,31568,(o),2.5,73967,(e),3.5,-0.77,2.04E+08,-0.308
2358.247,30224,(o),4.5,72616,(e),5.5,-3.26,6.67E+05,0
2358.308,35059,(o),3.5,77449,(e),3.5,-2.45,4.31E+06,-0.003
2358.675,47329,(o),2.5,89713,(e),2.5,-0.17,8.22E+08,0.123
2358.788,27062,(o),0.5,69444,(e),1.5,-2.03,1.13E+07,-0.034
2359.792,45737,(o),1.5,88101,(e),1.5,-1.27,6.42E+07,-0.056
2360.227,28758,(o),1.5,71114,(e),1.5,-2.26,6.58E+06,-0.013
2361.269,38342,(o),4.5,80679,(e),5.5,-2.44,4.31E+06,-0.001
2362.892,21419,(o),3.5,63727,(e),4.5,-0.48,3.91E+08,-0.419
2363.87,31980,(o),3.5,74270,(e),2.5,-3.1,9.55E+05,0.001
2364.096,34390,(o),2.5,76676,(e),2.5,-2.22,7.19E+06,0.003
2364.262,21419,(o),3.5,63702,(e),2.5,-2,1.20E+07,0.016
2366.034,33654,(o),0.5,75906,(e),0.5,-2.09,9.74E+06,0.013
2366.785,35832,(o),5.5,78070,(e),4.5,-0.11,9.24E+08,0.225
2367.615,34575,(o),1.5,76799,(e),1.5,-2.61,2.89E+06,-0.004
2369.59,22961,(e),1.5,65149,(o),0.5,-2.46,4.14E+06,-0.199
2372.015,33495,(o),3.5,75640,(e),3.5,-2.72,2.24E+06,-0.001
2372.671,39379,(o),0.5,81513,(e),1.5,-3.25,6.67E+05,-0.004
2373.025,34390,(o),2.5,76517,(e),1.5,-3.73,2.18E+05,0.001
2373.06,46170,(o),4.5,88297,(e),3.5,-0.02,1.14E+09,-0.234
2373.687,38342,(o),4.5,80458,(e),3.5,-1.39,4.84E+07,0.032
2373.888,37517,(o),3.5,79629,(e),3.5,0.07,1.40E+09,0.197
2374.519,34575,(o),1.5,76676,(e),2.5,-0.76,2.03E+08,-0.135
2375.181,31568,(o),2.5,73657,(e),1.5,-1.05,1.07E+08,0.272
2376.462,37517,(o),3.5,79583,(e),2.5,-2.51,3.63E+06,-0.005
2377.042,33495,(o),3.5,75551,(e),2.5,-2.71,2.29E+06,0.002
2379.673,32982,(o),1.5,74991,(e),1.5,-2.08,9.68E+06,-0.011
2379.778,32982,(o),1.5,74989,(e),0.5,-2.77,1.99E+06,-0.002
2380.395,26759,(o),2.5,68756,(e),3.5,-0.89,1.51E+08,-0.406
2381.491,30224,(o),4.5,72202,(e),3.5,-2.88,1.56E+06,0.001
2382.8,47759,(o),3.5,89713,(e),2.5,-1.87,1.60E+07,-0.008
2383.515,46355,(o),4.5,88297,(e),3.5,-2.16,8.08E+06,0.03
2383.527,34575,(o),1.5,76517,(e),1.5,-1.89,1.51E+07,0.037
2383.988,34390,(o),2.5,76323,(e),3.5,-2.96,1.28E+06,0.001
2384.705,33052,(o),4.5,74973,(e),3.5,-2.49,3.85E+06,-0.009
2385.012,35832,(o),5.5,77747,(e),4.5,-0.76,2.06E+08,-0.058
2387.436,24333,(e),2.5,66206,(o),2.5,-2.92,1.41E+06,-0.012
2387.911,34785,(o),5.5,76650,(e),5.5,-2.5,3.74E+06,-0.001
2388.398,24333,(e),2.5,66189,(o),1.5,-1.35,5.19E+07,-0.445
2390.737,21419,(o),3.5,63234,(e),2.5,-0.23,6.87E+08,-0.433
2392.733,34390,(o),2.5,76170,(e),2.5,-3.17,7.90E+05,0
2392.761,35059,(o),3.5,76839,(e),2.5,-2.77,2.01E+06,-0.004
2393.276,31980,(o),3.5,73751,(e),4.5,-3.34,5.27E+05,0.001
2394.762,24333,(e),2.5,66078,(o),3.5,-2.56,3.18E+06,-0.018
2394.765,21419,(o),3.5,63164,(e),4.5,-2.33,5.45E+06,-0.001
2395.211,37078,(o),2.5,78815,(e),2.5,-2,1.17E+07,-0.006
2397.864,26759,(o),2.5,68450,(e),3.5,-1.39,4.67E+07,0.31
2398.015,48025,(o),1.5,89713,(e),2.5,-2.41,4.60E+06,-0.009
2398.016,0,(e),0.5,41688,(o),1.5,-2.81,1.79E+06,0.417
2398.206,41679,(o),2.5,83364,(e),3.5,-3.42,4.39E+05,0
2399.633,31632,(o),6.5,73292,(e),5.5,-2.26,6.40E+06,0.502
2399.821,40036,(o),3.5,81693,(e),3.5,-3,1.15E+06,0.005
2401.884,40036,(o),3.5,81657,(e),2.5,-2.56,3.21E+06,0.009
2402.115,35059,(o),3.5,76676,(e),2.5,-2.08,9.59E+06,0.006
2402.523,37517,(o),3.5,79127,(e),4.5,-2.73,2.16E+06,-0.001
2403.363,32371,(o),2.5,73967,(e),3.5,-2.83,1.70E+06,-0.004
2403.411,34575,(o),1.5,76170,(e),2.5,-1.45,4.07E+07,-0.024
2405.229,33495,(o),3.5,75058,(e),2.5,-2.11,8.96E+06,-0.004
2406.086,31568,(o),2.5,73117,(e),1.5,-1.05,1.02E+08,-0.219
2407.961,33052,(o),4.5,74569,(e),4.5,-2.23,6.81E+06,-0.008
2409.081,35019,(o),4.5,76516,(e),4.5,-2.74,2.09E+06,-0.001
2411.398,35059,(o),3.5,76516,(e),4.5,-2.71,2.26E+06,-0.001
2412.371,48273,(o),2.5,89713,(e),2.5,-0.55,3.24E+08,0.09
2414.329,24333,(e),2.5,65739,(o),2.5,-1.47,3.90E+07,-0.268
2415.218,26759,(o),2.5,68151,(e),1.5,-2.68,2.36E+06,-0.018
2415.474,37078,(o),2.5,78465,(e),1.5,-2.81,1.79E+06,0.002
2416.127,26759,(o),2.5,68135,(e),2.5,-2.46,3.89E+06,0.018
2416.392,30392,(o),1.5,71764,(e),1.5,-2.28,6.07E+06,-0.024
2418.376,33654,(o),0.5,74991,(e),1.5,-1.62,2.74E+07,0.044
2418.486,33654,(o),0.5,74989,(e),0.5,-3.34,5.21E+05,0.002
2418.792,34575,(o),1.5,75906,(e),0.5,-2.23,6.74E+06,-0.013
2420.317,35019,(o),4.5,76323,(e),3.5,-2.2,7.24E+06,-0.004
2420.37,31980,(o),3.5,73283,(e),4.5,-3.08,9.50E+05,-0.001
2420.674,37517,(o),3.5,78815,(e),2.5,-1.79,1.84E+07,0.007
2421.224,32982,(o),1.5,74270,(e),2.5,-2.25,6.34E+06,-0.004
2421.353,38342,(o),4.5,79629,(e),3.5,0.14,1.57E+09,-0.23
2421.382,32371,(o),2.5,73657,(e),1.5,-2.43,4.28E+06,0.004
2421.931,40036,(o),3.5,81313,(e),2.5,-2.51,3.50E+06,-0.022
2422.655,35059,(o),3.5,76323,(e),3.5,-3.03,1.07E+06,0.001
2422.836,24333,(e),2.5,65594,(o),1.5,-1.17,7.71E+07,-0.37
2423.489,34390,(o),2.5,75640,(e),3.5,-2.61,2.77E+06,0.002
2424.613,22961,(e),1.5,64192,(o),1.5,-2.15,7.86E+06,-0.062
2425.678,41679,(o),2.5,82892,(e),2.5,-1.27,6.12E+07,0.058
2426.25,41688,(o),1.5,82892,(e),2.5,-2.23,6.64E+06,0.015
2426.551,46903,(o),0.5,88101,(e),1.5,-0.66,2.44E+08,-0.123
2428.248,40036,(o),3.5,81205,(e),4.5,-2.87,1.56E+06,0.008
2428.736,34390,(o),2.5,75551,(e),2.5,-2.32,5.38E+06,-0.004
2429.007,48557,(o),3.5,89713,(e),2.5,0.12,1.50E+09,-0.255
2429.971,21419,(o),3.5,62559,(e),2.5,-2.53,3.31E+06,0.267
2431.686,35059,(o),3.5,76170,(e),2.5,-1.56,3.14E+07,0.021
2432.619,47005,(o),1.5,88101,(e),1.5,-0.25,6.32E+08,-0.186
2433.018,27062,(o),0.5,68151,(e),1.5,-2.58,2.98E+06,-0.009
2433.745,30392,(o),1.5,71469,(e),2.5,-1.9,1.42E+07,-0.052
2433.898,33495,(o),3.5,74569,(e),4.5,-3.3,5.71E+05,-0.001
2438.402,30224,(o),4.5,71222,(e),3.5,-2.25,6.29E+06,-0.006
2438.842,38342,(o),4.5,79333,(e),5.5,-2.95,1.27E+06,0
2439.739,34575,(o),1.5,75551,(e),2.5,-1.15,7.91E+07,0.065
2440.24,47329,(o),2.5,88297,(e),3.5,-1.71,2.18E+07,0.012
2440.912,42915,(o),5.5,83871,(e),4.5,-2.9,1.42E+06,-0.014
2444.641,27062,(o),0.5,67955,(e),0.5,-1.98,1.19E+07,-0.141
2445.576,30392,(o),1.5,71270,(e),2.5,-3.71,2.19E+05,-0.001
2445.922,47229,(o),0.5,88101,(e),1.5,-1.07,9.43E+07,-0.083
2447.265,28758,(o),1.5,69608,(e),2.5,-0.79,1.80E+08,-0.176
2449.15,35832,(o),5.5,76650,(e),5.5,-2.95,1.25E+06,0
2449.971,37078,(o),2.5,77882,(e),3.5,-1.83,1.63E+07,-0.018
2450.233,31980,(o),3.5,72780,(e),3.5,-1.98,1.17E+07,-0.019
2451.151,38342,(o),4.5,79127,(e),4.5,-1.57,3.02E+07,0.035
2451.74,40918,(o),4.5,81693,(e),3.5,-3.2,7.09E+05,0
2451.951,47329,(o),2.5,88101,(e),1.5,-0.4,4.34E+08,0.12
2453.509,32371,(o),2.5,73117,(e),1.5,-2.37,4.74E+06,-0.006
2453.519,22961,(e),1.5,63706,(o),0.5,-2.04,1.01E+07,0.293
2454.955,30392,(o),1.5,71114,(e),1.5,-3.16,7.65E+05,0.002
2455.037,41679,(o),2.5,82399,(e),1.5,-2.44,3.92E+06,0.006
2455.624,41688,(o),1.5,82399,(e),1.5,-1.5,3.44E+07,0.064
2456.003,49009,(o),3.5,89713,(e),2.5,-2.9,1.40E+06,0.001
2456.343,33052,(o),4.5,73751,(e),4.5,-1.68,2.30E+07,-0.035
2457.199,35832,(o),5.5,76516,(e),4.5,-3.83,1.62E+05,0.001
2457.726,32982,(o),1.5,73657,(e),1.5,-1.54,3.13E+07,-0.031
2458.171,34390,(o),2.5,75058,(e),2.5,-2.26,6.04E+06,0.006
2460.004,24333,(e),2.5,64971,(o),3.5,-0.9,1.39E+08,-0.297
2460.252,31568,(o),2.5,72202,(e),3.5,-0.35,4.93E+08,-0.322
2460.258,30224,(o),4.5,70858,(e),4.5,-2.51,3.38E+06,-0.033
2460.304,47664,(o),4.5,88297,(e),3.5,-2.78,1.85E+06,0.001
2461.04,35019,(o),4.5,75640,(e),3.5,-3.96,1.20E+05,0
2462.212,34390,(o),2.5,74991,(e),1.5,-2.43,4.08E+06,0.004
2463.301,34390,(o),2.5,74973,(e),3.5,-2.41,4.30E+06,-0.001
2463.459,35059,(o),3.5,75640,(e),3.5,-3.53,3.22E+05,0
2464.153,30224,(o),4.5,70794,(e),5.5,-3.24,6.39E+05,0.001
2464.614,30392,(o),1.5,70954,(e),2.5,-1.13,8.02E+07,0.141
2465.127,37517,(o),3.5,78070,(e),4.5,-1.41,4.31E+07,-0.02
2466.072,47759,(o),3.5,88297,(e),3.5,-1.88,1.43E+07,-0.006
2466.624,37078,(o),2.5,77607,(e),2.5,-0.31,5.33E+08,0.139
2468.881,35059,(o),3.5,75551,(e),2.5,-3.66,2.40E+05,0
2469.513,39379,(o),0.5,79860,(e),0.5,-1.47,3.78E+07,0.171
2470.089,33495,(o),3.5,73967,(e),3.5,-3.42,4.15E+05,0
2471.06,22961,(e),1.5,63417,(o),2.5,-1.66,2.38E+07,0.163
2471.688,26759,(o),2.5,67205,(e),1.5,-3.72,2.06E+05,0.001
2473.16,40036,(o),3.5,80458,(e),3.5,-1.06,9.52E+07,0.151
2473.521,34575,(o),1.5,74991,(e),1.5,-2.7,2.16E+06,0.003
2473.635,34575,(o),1.5,74989,(e),0.5,-3.07,9.28E+05,0.002
2473.955,32371,(o),2.5,72780,(e),3.5,-2.13,8.14E+06,0.007
2474.265,21419,(o),3.5,61823,(e),3.5,-3.39,4.49E+05,-0.013
2474.324,41688,(o),1.5,82091,(e),0.5,-2.9,1.37E+06,0.007
2474.382,35832,(o),5.5,76234,(e),6.5,-3.45,3.84E+05,0
2476.233,37078,(o),2.5,77449,(e),3.5,-2.46,3.83E+06,0.002
2476.618,37517,(o),3.5,77882,(e),3.5,-1.26,6.03E+07,0.02
2479.293,28758,(o),1.5,69080,(e),2.5,-2.45,3.84E+06,0.009
2480.924,30563,(o),5.5,70858,(e),4.5,-1.37,4.56E+07,-0.057
2481.419,40918,(o),4.5,81205,(e),4.5,-0.83,1.64E+08,0.082
2483.338,33495,(o),3.5,73751,(e),4.5,-2.48,3.56E+06,0.002
2484.36,33052,(o),4.5,73292,(e),5.5,-2.1,8.50E+06,0.006
2484.885,30563,(o),5.5,70794,(e),5.5,-0.86,1.48E+08,0.078
2484.892,33052,(o),4.5,73283,(e),4.5,-2.98,1.14E+06,-0.002
2484.907,37517,(o),3.5,77747,(e),4.5,-2.04,9.83E+06,0.008
2485.443,31980,(o),3.5,72202,(e),3.5,-2.98,1.13E+06,0.003
2486.414,37078,(o),2.5,77284,(e),1.5,-2.5,3.41E+06,-0.006
2487.084,31568,(o),2.5,71764,(e),1.5,-1.6,2.72E+07,-0.105
2490.832,32982,(o),1.5,73117,(e),1.5,-2.55,2.99E+06,0.003
2493.636,37517,(o),3.5,77607,(e),2.5,-0.69,2.19E+08,-0.093
2494.491,48025,(o),1.5,88101,(e),1.5,-1.88,1.38E+07,-0.016
2495.038,22961,(e),1.5,63028,(o),1.5,-2.68,2.23E+06,0.053
2497.758,48273,(o),2.5,88297,(e),3.5,-2.07,9.13E+06,0.01
2498.36,41679,(o),2.5,81693,(e),3.5,-0.66,2.35E+08,0.357
2499.032,33654,(o),0.5,73657,(e),1.5,-1.89,1.38E+07,0.009
2499.302,35059,(o),3.5,75058,(e),2.5,-2.33,5.06E+06,-0.003
2500.311,33654,(o),0.5,73637,(e),0.5,-2.35,4.72E+06,-0.014
2500.597,41679,(o),2.5,81657,(e),2.5,-0.86,1.45E+08,0.132
2501.205,41688,(o),1.5,81657,(e),2.5,-1.17,7.18E+07,0.172
2502.015,21419,(o),3.5,61374,(e),2.5,-1.06,9.32E+07,-0.242
2502.107,35019,(o),4.5,74973,(e),3.5,-2.64,2.44E+06,0.004
2503.457,37517,(o),3.5,77449,(e),3.5,-1.76,1.86E+07,-0.011
2504.606,35059,(o),3.5,74973,(e),3.5,-2.24,6.09E+06,-0.004
2505.472,31568,(o),2.5,71469,(e),2.5,-0.58,2.82E+08,0.311
2506.722,34390,(o),2.5,74270,(e),2.5,-3.03,9.94E+05,-0.001
2508.071,24333,(e),2.5,64192,(o),1.5,-1.39,4.25E+07,-0.259
2509.669,41679,(o),2.5,81513,(e),1.5,-2.89,1.35E+06,-0.005
2509.856,32371,(o),2.5,72202,(e),3.5,-1.91,1.29E+07,-0.016
2510.029,48273,(o),2.5,88101,(e),1.5,-0.84,1.51E+08,0.071
2510.282,41688,(o),1.5,81513,(e),1.5,-1.12,7.95E+07,0.141
2510.752,43075,(o),1.5,82892,(e),2.5,-2.23,6.24E+06,-0.008
2511.871,26759,(o),2.5,66558,(e),3.5,-1.11,8.24E+07,-0.11
2512.065,21419,(o),3.5,61215,(e),4.5,-0.33,4.92E+08,0.439
2512.522,33495,(o),3.5,73283,(e),4.5,-2.84,1.53E+06,-0.001
2512.84,34785,(o),5.5,74569,(e),4.5,-2.65,2.41E+06,-0.001
2514.244,37078,(o),2.5,76839,(e),2.5,-0.88,1.39E+08,0.223
2514.253,40918,(o),4.5,80679,(e),5.5,-2.09,8.71E+06,0.003
2515.597,48557,(o),3.5,88297,(e),3.5,0.1,1.32E+09,-0.249
2516.032,30224,(o),4.5,69957,(e),4.5,-0.88,1.39E+08,0.12
2516.348,38342,(o),4.5,78070,(e),4.5,0.14,1.46E+09,0.268
2516.378,33052,(o),4.5,72780,(e),3.5,-3.37,4.48E+05,-0.001
2516.772,37078,(o),2.5,76799,(e),1.5,-2.36,4.54E+06,-0.004
2518.011,31568,(o),2.5,71270,(e),2.5,-0.66,2.32E+08,-0.282
2518.444,34575,(o),1.5,74270,(e),2.5,-3.83,1.54E+05,0
2521.037,31568,(o),2.5,71222,(e),3.5,-1,1.06E+08,-0.258
2522.149,30392,(o),1.5,70029,(e),0.5,-3.3,5.16E+05,-0.002
2522.156,26759,(o),2.5,66396,(e),2.5,-3.05,9.19E+05,-0.001
2522.332,41679,(o),2.5,81313,(e),2.5,-1.64,2.39E+07,0.013
2522.435,21419,(o),3.5,61051,(e),3.5,-0.91,1.30E+08,-0.329
2522.951,41688,(o),1.5,81313,(e),2.5,-1.28,5.51E+07,-0.063
2524.575,37078,(o),2.5,76676,(e),2.5,-0.43,3.83E+08,-0.166
